"","V1","V2"
"3946",NA,NA
"3947","u'full_bar'","full_bar"
"3948",NA,NA
"3949","'full_bar'","full_bar"
"3950","u'full_bar'",NA
"3951",NA,NA
"3952","'full_bar'",NA
"3953","'full_bar'","full_bar"
"3954","u'full_bar'",NA
"3955",NA,NA
"3956","'full_bar'",NA
"3957","u'none'",NA
"3958",NA,NA
"3959","u'full_bar'","full_bar"
"3960",NA,NA
"3961","u'full_bar'","full_bar"
"3962",NA,NA
"3963",NA,NA
"3964",NA,NA
"3965",NA,NA
"3966",NA,NA
"3967","u'full_bar'","full_bar"
"3968","u'full_bar'",NA
"3969","u'none'",NA
"3970",NA,NA
"3971","u'full_bar'","full_bar"
"3972","u'beer_and_wine'",NA
"3973",NA,NA
"3974","u'full_bar'",NA
"3975","u'full_bar'","full_bar"
"3976","u'none'","none"
"3977","u'full_bar'","full_bar"
"3978","u'full_bar'",NA
"3979","u'full_bar'","full_bar"
"3980","u'full_bar'",NA
"3981","u'full_bar'","full_bar"
"3982",NA,NA
"3983","u'none'",NA
"3984","u'full_bar'",NA
"3985","u'full_bar'","full_bar"
"3986","u'full_bar'",NA
"3987","u'full_bar'","full_bar"
"3988","u'full_bar'",NA
"3989","u'full_bar'","full_bar"
"3990","u'full_bar'",NA
"3991","u'beer_and_wine'","beer_and_wine"
"3992","'none'","none"
"3993",NA,NA
"3994","u'full_bar'",NA
"3995","u'full_bar'","full_bar"
"3996","u'full_bar'",NA
"3997",NA,NA
"3998","'beer_and_wine'",NA
"3999","u'full_bar'","full_bar"
"4000","u'full_bar'",NA
"4001","u'full_bar'","full_bar"
"4002","u'full_bar'",NA
"4003",NA,NA
"4004","u'full_bar'",NA
"4005","u'full_bar'","full_bar"
"4006","u'full_bar'",NA
"4007",NA,NA
"4008",NA,NA
"4009",NA,NA
"4010","u'full_bar'",NA
"4011","u'beer_and_wine'","beer_and_wine"
"4012","'full_bar'",NA
"4013","u'full_bar'","full_bar"
"4014",NA,NA
"4015","u'full_bar'","full_bar"
"4016","u'full_bar'",NA
"4017","u'full_bar'","full_bar"
"4018","u'full_bar'",NA
"4019","u'beer_and_wine'","beer_and_wine"
"4020","u'full_bar'",NA
"4021",NA,NA
"4022","u'full_bar'",NA
"4023","u'full_bar'","full_bar"
"4024","'beer_and_wine'",NA
"4025","u'full_bar'","full_bar"
"4026","'full_bar'",NA
"4027",NA,NA
"4028",NA,NA
"4029","u'full_bar'","full_bar"
"4030","u'full_bar'",NA
"4031",NA,NA
"4032","u'full_bar'",NA
"4033","'none'",NA
"4034","u'full_bar'",NA
"4035","u'full_bar'","full_bar"
"4036",NA,NA
"4037","u'full_bar'","full_bar"
"4038","u'full_bar'",NA
"4039","u'none'",NA
"4040","u'full_bar'",NA
"4041",NA,NA
"4042","u'full_bar'",NA
"4043","u'full_bar'","full_bar"
"4044","u'full_bar'",NA
"4045",NA,NA
"4046","u'full_bar'",NA
"4047","u'full_bar'","full_bar"
"4048","u'full_bar'",NA
"4049","u'full_bar'","full_bar"
"4050","u'full_bar'",NA
"4051","u'full_bar'","full_bar"
"4052",NA,NA
"4053","u'full_bar'","full_bar"
"4054","u'full_bar'",NA
"4055",NA,NA
"4056","u'none'","none"
"4057","u'full_bar'","full_bar"
"4058","u'full_bar'",NA
"4059",NA,NA
"4060","u'full_bar'",NA
"4061","u'full_bar'","full_bar"
"4062","u'full_bar'",NA
"4063",NA,NA
"4064",NA,NA
"4065","'full_bar'","full_bar"
"4066","u'full_bar'",NA
"4067","u'full_bar'","full_bar"
"4068",NA,NA
"4069","u'none'",NA
"4070","u'full_bar'",NA
"4071","u'full_bar'","full_bar"
"4072",NA,NA
"4073","'beer_and_wine'","beer_and_wine"
"4074",NA,NA
"4075",NA,NA
"4076","u'full_bar'",NA
"4077",NA,NA
"4078",NA,NA
"4079","'full_bar'","full_bar"
"4080","u'full_bar'",NA
"4081","u'none'",NA
"4082",NA,NA
"4083",NA,NA
"4084","u'beer_and_wine'",NA
"4085","u'full_bar'","full_bar"
"4086","u'none'","none"
"4087","u'full_bar'","full_bar"
"4088","u'full_bar'",NA
"4089","u'full_bar'","full_bar"
"4090","u'full_bar'",NA
"4091","u'full_bar'","full_bar"
"4092","u'full_bar'",NA
"4093","u'full_bar'","full_bar"
"4094","u'full_bar'",NA
"4095","u'full_bar'","full_bar"
"4096","u'full_bar'",NA
"4097","'full_bar'","full_bar"
"4098",NA,NA
"4099",NA,NA
"4100","u'full_bar'",NA
"4101","u'full_bar'","full_bar"
"4102","u'full_bar'",NA
"4103","u'full_bar'","full_bar"
"4104","'beer_and_wine'",NA
"4105",NA,NA
"4106","'full_bar'",NA
"4107","u'full_bar'","full_bar"
"4108",NA,NA
"4109","u'full_bar'","full_bar"
"4110",NA,NA
"4111","u'full_bar'","full_bar"
"4112","u'full_bar'",NA
"4113","'beer_and_wine'","beer_and_wine"
"4114",NA,NA
"4115",NA,NA
"4116",NA,NA
"4117","u'full_bar'","full_bar"
"4118","u'none'","none"
"4119","'full_bar'","full_bar"
"4120","u'full_bar'",NA
"4121","u'full_bar'","full_bar"
"4122","u'none'","none"
"4123","u'full_bar'","full_bar"
"4124",NA,NA
"4125","u'none'",NA
"4126","u'none'","none"
"4127",NA,NA
"4128",NA,NA
"4129","u'full_bar'","full_bar"
"4130",NA,NA
"4131","'full_bar'","full_bar"
"4132","u'full_bar'",NA
"4133","u'full_bar'","full_bar"
"4134",NA,NA
"4135",NA,NA
"4136","u'none'","none"
"4137","u'none'",NA
"4138",NA,NA
"4139","'full_bar'","full_bar"
"4140","u'full_bar'",NA
"4141","u'full_bar'","full_bar"
"4142",NA,NA
"4143","u'full_bar'","full_bar"
"4144","u'full_bar'",NA
"4145","u'full_bar'","full_bar"
"4146","u'full_bar'",NA
"4147",NA,NA
"4148","u'full_bar'",NA
"4149",NA,NA
"4150","u'full_bar'",NA
"4151",NA,NA
"4152","u'full_bar'",NA
"4153","u'full_bar'","full_bar"
"4154",NA,NA
"4155","u'full_bar'","full_bar"
"4156",NA,NA
"4157",NA,NA
"4158",NA,NA
"4159","u'full_bar'","full_bar"
"4160",NA,NA
"4161","'full_bar'","full_bar"
"4162",NA,NA
"4163","u'full_bar'","full_bar"
"4164","u'full_bar'",NA
"4165","u'full_bar'","full_bar"
"4166","u'full_bar'",NA
"4167",NA,NA
"4168","u'full_bar'",NA
"4169",NA,NA
"4170","u'full_bar'",NA
"4171","u'full_bar'","full_bar"
"4172","u'full_bar'",NA
"4173","u'full_bar'","full_bar"
"4174",NA,NA
"4175","u'full_bar'","full_bar"
"4176","u'full_bar'",NA
"4177",NA,NA
"4178","u'full_bar'",NA
"4179","u'full_bar'","full_bar"
"4180","u'beer_and_wine'",NA
"4181","u'full_bar'","full_bar"
"4182",NA,NA
"4183","'full_bar'","full_bar"
"4184","u'full_bar'",NA
"4185","u'full_bar'","full_bar"
"4186","'full_bar'",NA
"4187",NA,NA
"4188",NA,NA
"4189","'none'",NA
"4190",NA,NA
"4191",NA,NA
"4192",NA,NA
"4193","'full_bar'","full_bar"
"4194","u'beer_and_wine'",NA
"4195",NA,NA
"4196","u'none'","none"
"4197","u'full_bar'","full_bar"
"4198",NA,NA
"4199","u'full_bar'","full_bar"
"4200","'full_bar'",NA
"4201","u'full_bar'","full_bar"
"4202","u'full_bar'",NA
"4203","u'full_bar'","full_bar"
"4204","'full_bar'",NA
"4205","u'full_bar'","full_bar"
"4206",NA,NA
"4207","u'full_bar'","full_bar"
"4208",NA,NA
"4209","u'full_bar'","full_bar"
"4210","u'beer_and_wine'",NA
"4211",NA,NA
"4212","u'full_bar'",NA
"4213","u'full_bar'","full_bar"
"4214",NA,NA
"4215","u'none'",NA
"4216",NA,NA
"4217",NA,NA
"4218","u'full_bar'",NA
"4219","u'full_bar'","full_bar"
"4220","u'full_bar'",NA
"4221","u'full_bar'","full_bar"
"4222","'full_bar'",NA
"4223","u'beer_and_wine'","beer_and_wine"
"4224","u'full_bar'",NA
"4225",NA,NA
"4226",NA,NA
"4227","u'full_bar'","full_bar"
"4228","u'full_bar'",NA
"4229","u'full_bar'","full_bar"
"4230","u'full_bar'",NA
"4231","u'full_bar'","full_bar"
"4232","u'full_bar'",NA
"4233","u'full_bar'","full_bar"
"4234","u'full_bar'",NA
"4235","u'full_bar'","full_bar"
"4236","u'full_bar'",NA
"4237",NA,NA
"4238","u'full_bar'",NA
"4239",NA,NA
"4240",NA,NA
"4241","u'full_bar'","full_bar"
"4242","u'full_bar'",NA
"4243",NA,NA
"4244","u'beer_and_wine'",NA
"4245","u'full_bar'","full_bar"
"4246","'full_bar'",NA
"4247","u'full_bar'","full_bar"
"4248","u'full_bar'",NA
"4249","u'beer_and_wine'","beer_and_wine"
"4250",NA,NA
"4251","u'full_bar'","full_bar"
"4252","u'none'","none"
"4253","u'full_bar'","full_bar"
"4254",NA,NA
"4255","u'full_bar'","full_bar"
"4256",NA,NA
"4257",NA,NA
"4258","u'full_bar'",NA
"4259",NA,NA
"4260","'beer_and_wine'",NA
"4261","u'full_bar'","full_bar"
"4262","u'full_bar'",NA
"4263",NA,NA
"4264","u'full_bar'",NA
"4265","u'full_bar'","full_bar"
"4266","u'full_bar'",NA
"4267","u'full_bar'","full_bar"
"4268","u'full_bar'",NA
"4269","u'full_bar'","full_bar"
"4270","u'full_bar'",NA
"4271","u'full_bar'","full_bar"
"4272","u'full_bar'",NA
"4273",NA,NA
"4274","'full_bar'",NA
"4275","u'full_bar'","full_bar"
"4276",NA,NA
"4277","'full_bar'","full_bar"
"4278","u'full_bar'",NA
"4279",NA,NA
"4280","u'none'","none"
"4281","u'full_bar'","full_bar"
"4282",NA,NA
"4283","u'full_bar'","full_bar"
"4284","u'full_bar'",NA
"4285","'beer_and_wine'","beer_and_wine"
"4286","u'full_bar'",NA
"4287","'full_bar'","full_bar"
"4288","u'full_bar'",NA
"4289","u'full_bar'","full_bar"
"4290",NA,NA
"4291","u'full_bar'","full_bar"
"4292","'full_bar'",NA
"4293",NA,NA
"4294","u'full_bar'",NA
"4295","'full_bar'","full_bar"
"4296","u'full_bar'",NA
"4297",NA,NA
"4298","u'full_bar'",NA
"4299","u'full_bar'","full_bar"
"4300",NA,NA
"4301","u'full_bar'","full_bar"
"4302",NA,NA
"4303","u'full_bar'","full_bar"
"4304","'full_bar'",NA
"4305","u'full_bar'","full_bar"
"4306","u'full_bar'",NA
"4307",NA,NA
"4308",NA,NA
"4309",NA,NA
"4310",NA,NA
"4311",NA,NA
"4312",NA,NA
"4313",NA,NA
"4314","u'full_bar'",NA
"4315","u'none'",NA
"4316","u'full_bar'",NA
"4317",NA,NA
"4318",NA,NA
"4319",NA,NA
"4320","u'none'","none"
"4321",NA,NA
"4322","u'full_bar'",NA
"4323","u'full_bar'","full_bar"
"4324","'beer_and_wine'",NA
"4325",NA,NA
"4326","u'full_bar'",NA
"4327","u'full_bar'","full_bar"
"4328","u'full_bar'",NA
"4329",NA,NA
"4330","'full_bar'",NA
"4331",NA,NA
"4332",NA,NA
"4333","u'full_bar'","full_bar"
"4334",NA,NA
"4335",NA,NA
"4336",NA,NA
"4337","u'beer_and_wine'","beer_and_wine"
"4338",NA,NA
"4339",NA,NA
"4340","u'full_bar'",NA
"4341","u'full_bar'","full_bar"
"4342","u'full_bar'",NA
"4343","u'full_bar'","full_bar"
"4344","u'none'","none"
"4345","u'full_bar'","full_bar"
"4346",NA,NA
"4347","u'full_bar'","full_bar"
"4348",NA,NA
"4349","u'full_bar'","full_bar"
"4350","u'beer_and_wine'",NA
"4351","u'full_bar'","full_bar"
"4352","u'none'","none"
"4353",NA,NA
"4354","u'beer_and_wine'",NA
"4355","u'full_bar'","full_bar"
"4356","'full_bar'",NA
"4357","u'none'",NA
"4358","u'full_bar'",NA
"4359","u'full_bar'","full_bar"
"4360","u'full_bar'",NA
"4361","'full_bar'","full_bar"
"4362","u'full_bar'",NA
"4363","'full_bar'","full_bar"
"4364","u'full_bar'",NA
"4365","u'full_bar'","full_bar"
"4366",NA,NA
"4367","u'full_bar'","full_bar"
"4368",NA,NA
"4369","'full_bar'","full_bar"
"4370",NA,NA
"4371","u'full_bar'","full_bar"
"4372","u'full_bar'",NA
"4373","u'full_bar'","full_bar"
"4374","u'beer_and_wine'",NA
"4375",NA,NA
"4376","u'full_bar'",NA
